state,total_votes,rep_votes,rep_percent,rep_ev,dem_votes,dem_percent,dem_ev,other_votes,other_percent,other_ev,socialist_vote,socialist_percent,socialist_ev
Rhode Island,453477,131601,29.0,0,213299.0,47.0,4,105045.0,23.2,,,,
South Carolina,1202527,577507,48.0,8,479514.0,39.9,0,138872.0,11.5,,,,
South Dakota,336254,136718,40.7,3,124888.0,37.1,0,73295.0,21.8,,,,
Tennessee,1982638,841300,42.4,0,933521.0,47.1,11,199968.0,10.1,,,,
Texas,6154018,2496071,40.6,32,2281815.0,37.1,0,1354781.0,22.0,,,,
Utah,743999,322632,43.4,5,183429.0,24.7,0,203400.0,27.3,,,,
Vermont,289701,88122,30.4,0,133592.0,46.1,3,65991.0,22.8,,,,
Virginia,2558665,1150517,45.0,13,1038650.0,40.6,0,348639.0,13.6,,,,
Washington,2288230,731234,32.0,0,993037.0,43.4,11,541780.0,23.7,,,,
West Virginia,683762,241974,35.4,0,331001.0,48.4,5,108829.0,15.9,,,,
Wisconsin,2531114,930855,36.8,0,1041066.0,41.1,11,544479.0,21.5,,,,
Wyoming,200598,79347,39.6,3,68160.0,34.0,0,51263.0,25.6,,,,
Alabama,1534349,769044,50.1,9,662165.0,43.2,0,92149.0,6.0,,,,
Alaska,241620,122746,50.8,3,80380.0,33.3,0,26333.0,10.9,,,,
Arizona,1404405,622073,44.3,0,653288.0,46.5,8,112072.0,8.0,,,,
Arkansas,884262,325416,36.8,0,475171.0,53.7,6,69884.0,7.9,,,,
California,10019484,3828380,38.2,0,5119835.0,51.1,54,697847.0,7.0,,,,
Colorado,1510704,691848,45.8,8,671152.0,44.4,0,99629.0,6.6,,,,
Connecticut,1392614,483109,34.7,0,735740.0,52.8,8,139523.0,10.0,,,,
Delaware,270845,99062,36.6,0,140355.0,51.8,3,28719.0,10.6,,,,
Dist of Col,185726,17339,9.3,0,158220.0,85.2,3,3611.0,1.9,,,,
Florida,5303794,2244536,42.3,0,2546870.0,48.0,25,483870.0,9.1,,,,
Georgia,2299071,1080843,47.0,13,1053849.0,45.8,0,146337.0,6.4,,,,
Hawaii,360120,113943,31.6,0,205012.0,56.9,4,27358.0,7.6,,,,
Idaho,491719,256595,52.2,4,165443.0,33.6,0,62518.0,12.7,,,,
Illinois,4311391,1587021,36.8,0,2341744.0,54.3,22,346408.0,8.0,,,,
Indiana,2135431,1006693,47.1,12,887424.0,41.6,0,224299.0,10.5,,,,
Iowa,1234075,492644,39.9,0,620258.0,50.3,7,105159.0,8.5,,,,
Kansas,1074300,583245,54.3,6,387659.0,36.1,0,92639.0,8.6,,,,
Kentucky,1388708,623283,44.9,0,636614.0,45.8,8,120396.0,8.7,,,,
Louisiana,1783959,712586,39.9,0,927837.0,52.0,9,123293.0,6.9,,,,
Maine,605897,186378,30.8,0,312788.0,51.6,4,85970.0,14.2,,,,
Maryland,1780870,681530,38.3,0,966207.0,54.3,10,115812.0,6.5,,,,
Massachusetts,2556786,718107,28.1,0,1571763.0,61.5,12,227217.0,8.9,,,,
Michigan,3848844,1481212,38.5,0,1989653.0,51.7,18,336670.0,8.7,,,,
Minnesota,2192640,766476,35.0,0,1120438.0,51.1,10,257704.0,11.8,,,,
Mississippi,893857,439838,49.2,7,394022.0,44.1,0,52222.0,5.8,,,,
Missouri,2158065,890016,41.2,0,1025935.0,47.5,11,217188.0,10.1,,,,
Montana,407261,179652,44.1,3,167922.0,41.3,0,55229.0,13.6,,,,
Nebraska,677415,363467,53.7,5,236761.0,35.0,0,71278.0,10.5,,,,
Nevada,464279,199244,42.9,0,203974.0,43.9,4,43986.0,9.5,,,,
New Hampshire,499175,196532,39.4,0,246214.0,49.3,4,48390.0,9.7,,,,
New Jersey,3075807,1103078,35.9,0,1652329.0,53.7,15,262134.0,8.5,,,,
New Mexico,556074,232751,41.9,0,273495.0,49.2,5,32257.0,5.8,,,,
New York,6316129,1933492,30.6,0,3756177.0,59.5,33,503458.0,8.0,,,,
North Carolina,2515807,1225938,48.7,14,1107849.0,44.0,0,168059.0,6.7,,,,
North Dakota,266411,125050,46.9,3,106905.0,40.1,0,32515.0,12.2,,,,
Ohio,4534434,1859883,41.0,0,2148222.0,47.4,21,483207.0,10.7,,,,
Oklahoma,1206713,582315,48.3,8,488105.0,40.4,0,130788.0,10.8,,,,
Oregon,1377760,538152,39.1,0,649641.0,47.2,7,121221.0,8.8,,,,
Pennsylvania,4506118,1801169,40.0,0,2215819.0,49.2,23,430984.0,9.6,,,,
Rhode Island,390284,104683,26.8,0,233050.0,59.7,4,43723.0,11.2,,,,
South Carolina,1151689,573458,49.8,8,506283.0,44.0,0,64386.0,5.6,,,,
South Dakota,323826,150543,46.5,3,139333.0,43.0,0,31250.0,9.7,,,,
Tennessee,1894105,863530,45.6,0,909146.0,48.0,11,105918.0,5.6,,,,
Texas,5611644,2736167,48.8,32,2459683.0,43.8,0,378537.0,6.7,,,,
Utah,665629,361911,54.4,5,221633.0,33.3,0,66461.0,10.0,,,,
Vermont,258449,80352,31.1,0,137894.0,53.4,3,31024.0,12.0,,,,
Virginia,2416642,1138350,47.1,13,1091060.0,45.1,0,159861.0,6.6,,,,
Washington,2253837,840712,37.3,0,1123323.0,49.8,11,201003.0,8.9,,,,
West Virginia,636459,233946,36.8,0,327812.0,51.5,5,71639.0,11.3,,,,
Wisconsin,2196169,845029,38.5,0,1071971.0,48.8,11,227339.0,10.4,,,,
Wyoming,211571,105388,49.8,3,77934.0,36.8,0,25928.0,12.3,,,,
Alabama,1666272,941173,56.5,9,692611.0,41.6,0,18323.0,1.1,,,,
Alaska,285560,167398,58.6,3,79004.0,27.7,0,28747.0,10.1,,,,
Arizona,1532016,781652,51.0,8,685341.0,44.7,0,45645.0,3.0,,,,
Arkansas,921781,472940,51.3,6,422768.0,45.9,0,13421.0,1.5,,,,
California,10965856,4567429,41.7,0,5861203.0,53.4,54,418707.0,3.8,,,,
Colorado,1741368,883748,50.8,8,738227.0,42.4,0,91434.0,5.3,,,,
Connecticut,1459525,561094,38.4,0,816015.0,55.9,8,64452.0,4.4,,,,
Delaware,327622,137288,41.9,0,180068.0,55.0,3,8307.0,2.5,,,,
Dist of Col,201894,18073,9.0,0,171923.0,85.2,2*,10576.0,5.2,,,,
Florida,5963110,2912790,48.8,25,2912253.0,0.0,97488,1.6,,,,,
Georgia,2596645,1419720,54.7,13,1116230.0,43.0,0,13273.0,0.5,,,,
Hawaii,367951,137845,37.5,0,205286.0,55.8,4,21623.0,5.9,,,,
Idaho,501621,336937,67.2,4,138637.0,27.6,0,12292.0,2.5,,,,
Illinois,4742123,2019421,42.6,0,2589026.0,54.6,22,103759.0,2.2,,,,
Indiana,2199302,1245836,56.6,12,901980.0,41.0,0,18531.0,0.8,,,,
Iowa,1315563,634373,48.2,0,638517.0,48.5,7,29374.0,2.2,,,,
Kansas,1072218,622332,58.0,6,399276.0,37.2,0,36086.0,3.4,,,,
Kentucky,1544187,872492,56.5,8,638898.0,41.4,0,23192.0,1.5,,,,
Louisiana,1765656,927871,52.6,9,792344.0,44.9,0,20473.0,1.2,,,,
Maine,651817,286616,44.0,0,319951.0,49.1,4,37127.0,5.7,,,,
Maryland,2020480,813797,40.3,0,1140782.0,56.5,10,53768.0,2.7,,,,
Massachusetts,2702984,878502,32.5,0,1616487.0,59.8,12,173564.0,6.4,,,,
Michigan,4232711,1953139,46.1,0,2170418.0,51.3,18,84165.0,2.0,,,,
Minnesota,2438685,1109659,45.5,0,1168266.0,47.9,10,126696.0,5.2,,,,
Mississippi,994184,572844,57.6,7,404614.0,40.7,0,8122.0,0.8,,,,
Missouri,2359892,1189924,50.4,11,1111138.0,47.1,0,38515.0,1.6,,,,
Montana,410997,240178,58.4,3,137126.0,33.4,0,24437.0,5.9,,,,
Nebraska,697019,433862,62.2,5,231780.0,33.3,0,24540.0,3.5,,,,
Nevada,608970,301575,49.5,4,279978.0,46.0,0,15008.0,2.5,,,,
New Hampshire,569081,273559,48.1,4,266348.0,46.8,0,22198.0,3.9,,,,
New Jersey,3187226,1284173,40.3,0,1788850.0,56.1,15,94554.0,3.0,,,,
New Mexico,598605,286417,47.8,0,286783.0,47.9,5,21251.0,3.6,,,,
New York,6821999,2403374,35.2,0,4107697.0,60.2,33,244030.0,3.6,,,,
North Carolina,2911262,1631163,56.0,14,1257692.0,43.2,0,0.0,0.0,,,,
North Dakota,288256,174852,60.7,3,95284.0,33.1,0,9486.0,3.3,,,,
Ohio,4701998,2350363,50.0,21,2183628.0,46.4,0,117799.0,2.5,,,,
Oklahoma,1234229,744337,60.3,8,474276.0,38.4,0,0.0,0.0,,,,
Oregon,1533968,713577,46.5,0,720342.0,47.0,7,77357.0,5.0,,,,
Pennsylvania,4913119,2281127,46.4,0,2485967.0,50.6,23,103392.0,2.1,,,,
Rhode Island,409047,130555,31.9,0,249508.0,61.0,4,25052.0,6.1,,,,
South Carolina,1382717,785937,56.8,8,565561.0,40.9,0,20200.0,1.5,,,,
South Dakota,316269,190700,60.3,3,118804.0,37.6,0,0.0,0.0,,,,
Tennessee,2076181,1061949,51.1,11,981720.0,47.3,0,19781.0,1.0,,,,
Texas,6407637,3799639,59.3,32,2433746.0,38.0,0,137994.0,2.2,,,,
Utah,770754,515096,66.8,5,203053.0,26.3,0,35850.0,4.7,,,,
Vermont,294308,119775,40.7,0,149022.0,50.6,3,20374.0,6.9,,,,
Virginia,2739447,1437490,52.5,13,1217290.0,44.4,0,59398.0,2.2,,,,
Washington,2487433,1108864,44.6,0,1247652.0,50.2,11,103002.0,4.1,,,,
West Virginia,648124,336475,51.9,5,295497.0,45.6,0,10680.0,1.6,,,,
Wisconsin,2598607,1237279,47.6,0,1242987.0,47.8,11,94070.0,3.6,,,,
Wyoming,218351,147947,67.8,3,60481.0,27.7,0,4625.0,2.1,,,,
